tp_variant,trade_number,equity,return,timestamp
opposite_extreme,84,8943.92533845757,0.00105614042382427,2025-08-18 14:20:00+00:00
opposite_extreme,85,8943.35562297655,-6.369859535484395e-05,2025-08-21 14:10:00+00:00
opposite_extreme,86,8947.929101002743,0.0005113827761071612,2025-08-26 14:10:00+00:00
opposite_extreme,87,8932.015989003978,-0.0017784128393442344,2025-08-27 14:20:00+00:00
opposite_extreme,88,8961.714643279402,0.0033249665374519345,2025-08-28 15:15:00+00:00
opposite_extreme,89,8958.444751704987,-0.00036487343154447663,2025-09-03 14:05:00+00:00
opposite_extreme,90,8980.127368772415,0.0024203550580921052,2025-09-04 15:25:00+00:00
opposite_extreme,91,8941.96944875924,-0.004249151314475363,2025-09-09 14:35:00+00:00
opposite_extreme,92,8896.007970236982,-0.00513997266325219,2025-09-10 18:25:00+00:00
opposite_extreme,93,8909.700824095775,0.0015392133083293792,2025-09-11 14:05:00+00:00
opposite_extreme,94,8912.122419975063,0.00027179317544965295,2025-09-18 14:00:00+00:00
opposite_extreme,95,8914.158871617972,0.00022850355358048374,2025-09-19 14:45:00+00:00
opposite_extreme,96,8919.31096965649,0.000577967939849189,2025-09-26 14:10:00+00:00
opposite_extreme,97,8931.597268605936,0.0013774941799029384,2025-09-29 15:35:00+00:00
opposite_extreme,98,8929.069056189197,-0.00028306386200662706,2025-09-30 14:50:00+00:00
opposite_extreme,99,8947.487240957045,0.0020627217296613543,2025-10-01 14:15:00+00:00
opposite_extreme,100,8951.889382103465,0.0004919974768189175,2025-10-03 13:55:00+00:00
opposite_extreme,101,8968.926371882691,0.0019031725094018404,2025-10-06 17:20:00+00:00
opposite_extreme,102,8933.026109885259,-0.0040027379542304726,2025-10-07 15:00:00+00:00
opposite_extreme,103,8893.053335365239,-0.004474718200564353,2025-10-10 15:00:00+00:00
opposite_extreme,104,8847.028385819614,-0.005175382156159558,2025-10-13 16:20:00+00:00
opposite_extreme,105,8852.431315589165,0.0006107055989794443,2025-10-15 13:55:00+00:00
opposite_extreme,106,8853.279712909516,9.583777496888785e-05,2025-10-16 13:50:00+00:00
opposite_extreme,107,8788.813774728413,-0.007281588323375909,2025-10-17 16:00:00+00:00
opposite_extreme,108,8794.141487225861,0.0006061924434863421,2025-10-21 15:45:00+00:00
opposite_extreme,109,8817.2035417143,0.002622433869404728,2025-10-22 14:25:00+00:00
opposite_extreme,110,8823.461519645225,0.0007097463386569249,2025-10-28 16:25:00+00:00
opposite_extreme,111,8821.599978942882,-0.0002109762362762167,2025-10-29 14:50:00+00:00
opposite_extreme,112,8871.741346019227,0.005683931168499057,2025-10-30 19:15:00+00:00
opposite_extreme,113,8813.623883971919,-0.006550851719024275,2025-10-31 16:05:00+00:00
opposite_extreme,114,8850.392145916292,0.004171753007436308,2025-11-04 17:15:00+00:00
opposite_extreme,115,8858.153271152083,0.0008769244467174755,2025-11-10 15:55:00+00:00
opposite_extreme,116,8806.122004808321,-0.005873827732605385,2025-11-11 16:30:00+00:00
opposite_extreme,117,8859.914486867452,0.006108532453872307,2025-11-17 16:15:00+00:00
opposite_extreme,118,8815.963567194603,-0.0049606482927115,2025-11-18 17:25:00+00:00
opposite_extreme,119,8870.248483230504,0.006157570369040611,2025-11-19 17:30:00+00:00
opposite_extreme,120,8873.387934502844,0.00035393047649965334,2025-11-20 16:00:00+00:00
opposite_extreme,121,8901.411947661843,0.003158208946329544,2025-11-21 14:50:00+00:00
opposite_extreme,122,8910.244331061076,0.000992245213586851,2025-11-25 16:20:00+00:00
opposite_extreme,123,8898.816019865364,-0.0012826035707992566,2025-11-26 15:00:00+00:00
opposite_extreme,124,8862.91844551753,-0.004033971965225391,2025-11-28 21:00:00+00:00
opposite_extreme,125,8801.663737849947,-0.006911347322457039,2025-12-01 17:00:00+00:00
opposite_extreme,126,8821.174434840821,0.0022167055652184465,2025-12-02 16:20:00+00:00
opposite_extreme,127,8764.816050637259,-0.00638898874745799,2025-12-03 19:50:00+00:00
opposite_extreme,128,8758.215500770728,-0.0007530734048949659,2025-12-04 21:00:00+00:00
opposite_extreme,129,8774.771571389216,0.001890347481976229,2025-12-05 16:30:00+00:00
opposite_extreme,130,8753.427934554604,-0.002432386605277026,2025-12-09 21:00:00+00:00
opposite_extreme,131,8772.723428403071,0.002204335717701711,2025-12-10 15:40:00+00:00
opposite_extreme,132,8777.515826260642,0.0005462839329979154,2025-12-11 18:35:00+00:00
opposite_extreme,133,8784.082705847908,0.000748147849260339,2025-12-16 14:50:00+00:00
opposite_extreme,134,8805.074713034417,0.0023897779528571973,2025-12-18 15:25:00+00:00
opposite_extreme,135,8797.717797201358,-0.0008355313353751946,2025-12-22 21:00:00+00:00
opposite_extreme,136,8793.62961437911,-0.00046468674223101283,2025-12-23 15:05:00+00:00
opposite_extreme,137,8777.627091450118,-0.0018197858712202474,2025-12-24 21:00:00+00:00
opposite_extreme,138,8781.431083756026,0.0004333736517027955,2025-12-26 15:00:00+00:00
opposite_extreme,139,8777.847982887093,-0.0004080315423258483,2025-12-29 21:00:00+00:00
opposite_extreme,140,8773.630238804186,-0.0004804986474053139,2025-12-30 14:50:00+00:00
